strain stress
-1.3053e-05 -1.061869950823077
0.0005063825797503468 -1.0418856468581348
0.0010258181595006934 -1.021884197344678
0.0015452537392510403 -1.0018318452129198
0.002064689319001387 -0.9816787562747915
0.0025841248987517338 -0.9613595548179398
0.003103560478502081 -0.9407938617053216
0.0036229960582524275 -0.9198868368442988
0.004142431638002774 -0.8985297284723917
0.004661867217753121 -0.8766004323022852
0.005181302797503467 -0.8539640641500449
0.0057007383772538145 -0.8304735502085053
0.0062201739570041615 -0.8059702395917128
0.006739609536754508 -0.7802845441354226
0.007259045116504855 -0.7532366106636671
0.007778480696255201 -0.7246370309954956
0.008297916276005547 -0.694287594845718
0.008817351855755894 -0.6619820904494372
0.009336787435506241 -0.6275071571973984
0.009856223015256587 -0.5906431937974768
0.010375658595006934 -0.5511653244716003
0.01089509417475728 -0.5088444244565616
0.011414529754507628 -0.4634482046059069
0.011933965334257975 -0.41474235319763963
0.012453400914008322 -0.36249173115300826
0.012972836493758667 -0.3064616147842392
0.013492272073509014 -0.24641897793797124
0.014011707653259362 -0.1821338030158883
0.014531143233009709 -0.1133804078698721
0.015050578812760056 -0.039938773027155434
0.015570014392510401 0.03840414885082115
0.01608944997226075 0.1218531618792345
0.016608885552011097 0.21060361723423673
0.017128321131761444 0.30484029003898894
0.01764775671151179 0.4047363700502869
0.018167192291262138 0.5104525949768666
0.018686627871012485 0.6221365564616136
0.019206063450762832 0.7399222094308285
0.019725499030513176 0.8639296155499653
0.020244934610263523 0.9942649508185826
0.02076437019001387 1.1310208057781908
0.021283805769764217 1.2742768042876373
0.021803241349514564 1.4241005632399188
0.02232267692926491 1.5805490108606832
0.022842112509015258 1.7436700752673928
0.023361548088765605 1.9135047477272225
0.023880983668515952 2.0900895165097446
0.0244004192482663 2.273459157404364
0.024919854828016647 2.463649855927007
0.02543929040776699 2.6607026240974614
0.025958725987517337 2.8646669616164604
0.026478161567267684 3.075604697574924
0.02699759714701803 3.293593934837034
0.02751703272676838 3.5187330053977903
0.028036468306518725 3.751144331868128
0.028555903886269073 3.9909780784342552
0.02907533946601942 4.2384154649249
0.029594775045769767 4.493671610854059
0.030114210625520114 4.756997773433478
0.030633646205270457 5.028682845591346
0.031153081785020804 5.309053988068441
0.031672517364771155 5.023619320516076
0.0321919529445215 5.428897681546605
0.03271138852427185 5.834176042577138
0.03323082410402219 6.239454403607667
0.033750259683772536 6.644732764638192
0.03426969526352289 7.050011125668728
0.03478913084327323 7.455289486699254
0.03530856642302358 7.8605678477297865
0.035828002002773925 8.265846208760316
0.036347437582524275 8.671124569790848
0.03686687316227462 9.076402930821377
0.03738630874202497 9.48168129185191
0.03790574432177531 9.886959652882439
0.03842517990152566 10.292238013912971
0.03894461548127601 10.6975163749435
0.03946405106102635 11.10279473597403
0.0399834866407767 11.508073097004562
0.040502922220527045 11.913351458035091
0.041022357800277395 12.318629819065624
0.04154179338002774 12.72390818009615
0.04206122895977809 13.129186541126682
0.04258066453952843 13.534464902157215
0.043100100119278784 13.939743263187747
0.04361953569902913 14.345021624218273
0.04413897127877948 14.750299985248805
0.04465840685852982 15.155578346279338
0.045177842438280165 15.560856707309863
0.045697278018030515 15.966135068340396
0.04621671359778086 16.37141342937092
0.04673614917753121 16.77669179040146
0.04725558475728155 17.181970151431987
0.047775020337031904 17.58724851246252
