strain stress
-1.3053e-05 -1.015377249473158
0.0005063825797503468 -0.9969731159332266
0.0010258181595006934 -0.9785459367070526
0.0015452537392510403 -0.9600539646286114
0.002064689319001387 -0.941440029882318
0.0025841248987517338 -0.9226339385468607
0.003103560478502081 -0.9035541545439971
0.0036229960582524275 -0.8841089089866145
0.004142431638002774 -0.8641968628374583
0.004661867217753121 -0.8437074322353082
0.005181302797503467 -0.8225208707348096
0.0057007383772538145 -0.8005081889572808
0.0062201739570041615 -0.777530979682284
0.006739609536754508 -0.7534412051454409
0.007259045116504855 -0.7280809931710651
0.007778480696255201 -0.701282479685304
0.008297916276005547 -0.6728677270557641
0.008817351855755894 -0.6426487405187676
0.009336787435506241 -0.6104275986198211
0.009856223015256587 -0.5759967080436322
0.010375658595006934 -0.539139188386833
0.01089509417475728 -0.4996293882719212
0.011414529754507628 -0.4572335306599912
0.011933965334257975 -0.41171048224044265
0.012453400914008322 -0.3628126393085663
0.012972836493758667 -0.3102869205398477
0.013492272073509014 -0.25387585548876346
0.014011707653259362 -0.19331875643803606
0.014531143233009709 -0.12835296036253357
0.015050578812760056 -0.0587151272134213
0.015570014392510401 0.015857419561662818
0.01608944997226075 0.09562532439991932
0.016608885552011097 0.18084581689039625
0.017128321131761444 0.2717713285788713
0.01764775671151179 0.36864812247780065
0.018167192291262138 0.47171494783441015
0.018686627871012485 0.5812017319887358
0.019206063450762832 0.6973283203449798
0.019725499030513176 0.82030327460252
0.020244934610263523 0.9503227384639069
0.02076437019001387 1.087569379071454
0.021283805769764217 1.2322114114352725
0.021803241349514564 1.3844017121161478
0.02232267692926491 1.5442770274274837
0.022842112509015258 1.7119572804314194
0.023361548088765605 1.8875449800337307
0.023880983668515952 2.0711247345377672
0.0244004192482663 2.262762871105918
0.024919854828016647 2.4625071617034724
0.02543929040776699 2.6703866552688886
0.025958725987517337 2.8864116150702332
0.026478161567267684 3.1105735594729764
0.02699759714701803 3.342845403661796
0.02751703272676838 3.5831816992302983
0.028036468306518725 3.831518967978775
0.028555903886269073 4.087776125741907
0.02907533946601942 4.351854991605815
0.029594775045769767 4.62364087746685
0.030114210625520114 4.903003252532283
0.030633646205270457 5.189796477064552
0.031153081785020804 5.483860599424778
0.031672517364771155 5.78502221027616
0.0321919529445215 6.093095347661851
0.03271138852427185 6.407882446573071
0.03323082410402219 6.117369549670212
0.033750259683772536 6.524260590143772
0.03426969526352289 6.9311516306173395
0.03478913084327323 7.3380426710909
0.03530856642302358 7.744933711564467
0.035828002002773925 8.151824752038031
0.036347437582524275 8.558715792511599
0.03686687316227462 8.96560683298516
0.03738630874202497 9.372497873458727
